,date,ndate,instrument,sname,hymc,forecast,forecasttype,increasel,increaset,zfpx,changereasondscrpt,forecastcontent
868,2020-03-31,2020-04-15,000066.SZA,中国长城,电子信息,reduction,首亏,-774.8,-601.28,-688.04,"本报告期因受新型冠状病毒肺炎疫情影响,企业复工时间延迟,下游需求下降,部分订单延后,导致公司营业收入变动较大,给公司一季度经营业绩造成了较大影响。但随着国内疫情得到控制,市场逐步恢复,公司生产经营情况后续会随之改善。","预计2020年1-3月归属于上市公司股东的净利润亏损:26,000万元至35,000万元。"
869,2020-03-31,2020-04-15,200058.SZA,深赛格B,商业百货,reduction,首亏,-116.64,-116.64,-116.64,"本报告期内归属于母公司所有者的净利润较上年同期预计下降116.64%,主要原因如下:一是本报告期内受疫情影响减免租金约8,254万元,减少报告期内归属于上市公司股东的净利润约5,088万元;二是上年同期出售华控赛格股票904.2万股,获得投资收益5,500万元,增加上年同期归属于上市公司股东的净利润4,125万元,而本报告期未发生本项业务;三是本期费用节支约1,000万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,000万元,同比上年下降:116.64%。"
870,2020-03-31,2020-04-15,000058.SZA,深赛格,商业百货,reduction,首亏,-116.64,-116.64,-116.64,"本报告期内归属于母公司所有者的净利润较上年同期预计下降116.64%,主要原因如下:一是本报告期内受疫情影响减免租金约8,254万元,减少报告期内归属于上市公司股东的净利润约5,088万元;二是上年同期出售华控赛格股票904.2万股,获得投资收益5,500万元,增加上年同期归属于上市公司股东的净利润4,125万元,而本报告期未发生本项业务;三是本期费用节支约1,000万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,000万元,同比上年下降:116.64%。"
871,2020-03-31,2020-04-15,200056.SZA,皇庭B,房地产,reduction,预减,-94.71,-92.59,-93.65,"2020年第一季度,公司经营业绩较上年同期有所下降。相关业绩变动主要原因为:1、为共同应对新冠疫情,公司积极履行社会责任,结合公司实际情况,对公司旗下物业实施减免租金,以切实减轻租户经营压力,对公司2020年第一季度收入及利润有所影响。目前公司生产、经营已经基本恢复正常,将在做好疫情防控的基础上,积极保障公司正常生产、经营、业务开展等工作,尽力将疫情对公司的影响降低。2、为了落实公司战略,集中资源做好商业不动产运营服务,公司于2019年第四季度转让了持有的深圳市同心小额再贷款有限公司部分股权,其不再纳入公司合并报表,使得公司本报告期营业收入和净利润减少。","预计2020年1-3月归属于上市公司股东的净利润盈利:250万元至350万元,同比上年下降:92.59%至94.71%。"
872,2020-03-31,2020-04-15,000056.SZA,皇庭国际,房地产,reduction,预减,-94.71,-92.59,-93.65,"2020年第一季度,公司经营业绩较上年同期有所下降。相关业绩变动主要原因为:1、为共同应对新冠疫情,公司积极履行社会责任,结合公司实际情况,对公司旗下物业实施减免租金,以切实减轻租户经营压力,对公司2020年第一季度收入及利润有所影响。目前公司生产、经营已经基本恢复正常,将在做好疫情防控的基础上,积极保障公司正常生产、经营、业务开展等工作,尽力将疫情对公司的影响降低。2、为了落实公司战略,集中资源做好商业不动产运营服务,公司于2019年第四季度转让了持有的深圳市同心小额再贷款有限公司部分股权,其不再纳入公司合并报表,使得公司本报告期营业收入和净利润减少。","预计2020年1-3月归属于上市公司股东的净利润盈利:250万元至350万元,同比上年下降:92.59%至94.71%。"
873,2020-03-31,2020-04-15,200054.SZA,建车B,机械行业,reduction,增亏,-65.55,-46.45,-56.0,"受新冠疫情影响,国内汽车产销量大幅下滑,公司作为汽车零部件配套企业产品销量同比下降22.61%,致公司一季度业绩亏损。","预计2020年1-3月归属于上市公司股东的净利润亏损:2,300万元至2,600万元,同比上年下降:46.45%至65.55%。"
874,2020-03-31,2020-04-15,000046.SZA,泛海控股,多元金融,reduction,首亏,-107.19,-103.84,-105.515,"泛海控股股份有限公司(以下简称“公司”)报告期业绩较上年同期大幅下降,主要原因系上年同期公司出售控股子公司泛海建设控股有限公司100%股权产生大额投资收益(具体内容详见公司披露于2019年1月22日、2019年2月27日《中国证券报》、《证券时报》、《上海证券报》及巨潮资讯网的相关公告)。同时,2020年初爆发的新冠疫情,亦对公司各项业务开展造成了一定影响。","预计2020年1-3月归属于上市公司股东的净利润亏损:8,000万元至15,000万元。"
875,2020-03-31,2020-04-15,000068.SZA,华控赛格,环保工程,unknown,减亏,2.12,12.61,7.365,"本报告期公司亏损较上年同期相对减少,主要系营业收入增加,毛利增加所致。","预计2020年1-3月归属于上市公司股东的净利润亏损:2,500万元至2,800万元,同比上年增长:2.12%至12.61%。"
876,2020-03-31,2020-04-15,002319.SZA,*ST乐通,化工行业,reduction,增亏,-117.73,-74.18,-95.955,"公司2020年第一季度业绩亏损主要原因:(1)受新型冠状病毒感染的肺炎疫情影响,油墨行业上下游单位复工复产延迟,物流及人员流动受限,下游需求减少,致公司油墨业务销售同比收入下降;(2)受新型互联网广告业务形式兴起以及叠加新型冠状肺炎疫情的影响,公司广告客户市场需求和预算持续下降,行业上下游复工复产情况参差不齐,业务开展受到限制。",预计2020年1-3月归属于上市公司股东的净利润亏损:600万元至750万元。
877,2020-03-31,2020-04-15,000798.SZA,中水渔业,农牧饲渔,unknown,减亏,36.54,54.67,45.605,公司预计2020年一季度累计归属于上市公司股东的净利润变动主要原因为:公司联营企业华农财产保险股份有限公司本期盈利导致公司确认的投资收益增加。,"预计2020年1-3月归属于上市公司股东的净利润亏损:1,000万元至1,400万元。"
878,2020-03-31,2020-04-15,000925.SZA,众合科技,交运设备,reduction,首亏,-1662.0,-1330.0,-1496.0,"1、受国内新冠病毒疫情影响,一季度合同项目交付短期内普遍受阻延迟,营业收入和利润减少。随着国内疫情的有效控制,项目交付逐步恢复正常,未来期间盈利情况预计会出现补偿性恢复。2、受一季度境外疫情爆发影响,墨西哥比索汇率出现突发性较大贬值波动,海外子公司因汇率波动导致财务费用阶段性大幅增加。","预计2020年1-3月归属于上市公司股东的净利润亏损:12,600万元至16,000万元,同比上年下降:1330%至1662%。"
879,2020-03-31,2020-04-15,000978.SZA,桂林旅游,旅游酒店,reduction,增亏,-3367.05,-3367.05,-3367.05,"1、受新冠肺炎疫情影响,2020年一季度,公司游客接待量同比下降约64%,营业收入同比下降约76%。2、2020年一季度,公司投资收益同比减少约1,700万元。3、2020年一季度,公司累计收到政府补助合计599.89万元,具体详见公司2020年4月8日发布的《桂林旅游股份有限公司关于获得政府补助的公告》。上述政府补助599.89万元属于非经常性损益。以上因素综合,为公司2020年一季度归属于上市公司股东的净利润亏损约6,750万元的主要原因。","预计2020年1-3月归属于上市公司股东的净利润亏损:6,750万元。"
880,2020-03-31,2020-04-15,000988.SZA,华工科技,电子元件,reduction,首亏,-115.01,-110.01,-112.51,"1、由于公司主要的生产制造基地位于湖北省内,本报告期受“新冠肺炎”疫情影响,公司及行业上、下游单位复工复产时间延迟,物流困难,客户订单交付受阻,导致业绩下降。4月初公司生产经营已全面恢复正常,后续将在做好疫情防控的前提下,积极采取多种措施有序开展经营工作,力争将疫情对公司的影响降到最低。2、报告期内,预计非经常性损益对净利润的影响金额约为-2,300万元~-2,500万元,主要是交易性金融资产的公允价值变动及出售对利润影响约为-2,800万元。上年同期非经常性损益金额为4,779.55万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,000万元至1,500万元,同比上年下降:110.01%至115.01%。"
881,2020-03-31,2020-04-15,000997.SZA,新大陆,电子信息,reduction,预减,-65.0,-55.0,-60.0,"2020年一季度,在新型冠状病毒肺炎疫情之下,中国经济面临较大挑战。公司主动承担企业社会责任、调整经营策略,与广大商户和联营伙伴风雨同舟、共克时艰,积极应对疫情影响。在此期间,公司针对商户服务平台推出多项贴补与全面扶助政策,帮助实体商户度过难关,并有序完成了复工复产工作。截至一季度末,公司商户服务平台整体抗疫工作取得良好阶段性战果,为后续的长期共荣与发展奠定了较好基础,一季度具体影响如下:(1)为实体商户持续经营与复工复产提供全面扶助支持疫情期间,我国实体商户普遍面临重大展业困难。公司为支持疫情严重时期商户和联营伙伴度过财务压力,以及疫情缓和时期的全面复工复产,主动制定并迅速推出多项疫情扶助政策,对公司当期利润产生一定的阶段性影响。在积极的应对措施下,公司商户服务平台于2月中旬开始快速全面复苏,3月份交易规模环比增长56%,季度末,平台日交易峰值突破85亿元。一季度,公司支付服务交易总规模突破6400亿元,同比增长77%,为二季度经营奠定良好开端。(2)物联网硬件集群生产与销售周期递延公司硬件下游客户主要系第三方支付、银行等机构,因疫情冲击,其业务拓张计划被动推迟,导致公司销售订单递延至后续季度。受此影响,一季度公司物联网硬件集群收入与利润发生较大幅度下降。","预计2020年1-3月归属于上市公司股东的净利润盈利:8,700万元至11,100万元,同比上年下降:55%至65%。"
882,2020-03-31,2020-04-15,000993.SZA,闽东电力,电力行业,reduction,首亏,-214.74,-176.49,-195.615,"本报告期归属于公司股东的净利润较上年同期大幅减少的主要原因如下:1、本报告期宁德市区域内降水量不均衡,公司下属电站各水库期初存水量较上年同期大幅下降,水力发电量较上年同期大幅减少;2、本报告期风电行业因风况较差,风力发电量较上年同期减少;3、本报告期确认的参股行业的投资收益较上年同期减少。","预计2020年1-3月归属于上市公司股东的净利润亏损:2,000万元至3,000万元,同比上年下降:176.49%至214.74%。"
883,2020-03-31,2020-04-15,002396.SZA,星网锐捷,通讯行业,reduction,增亏,-873.39,-711.16,-792.275,"2020年一季度业绩变动的主要原因:受新冠肺炎疫情影响,全国各地政府相继出台并要求严格执行关于延迟复工、限制物流及人员流动等疫情防控政策。公司积极采取有效措施,应对疫情,于2月中已全面复工复产,但下游客户存在滞后复工、招投标延后,一季度公司营业收入较上年度同期小幅下降。公司业务存在明显的季节性波动,一季度为公司业务淡季,一季度收入全年占比较小。期间费用较为均衡发生,公司保持研发投入,人力、租金等费用支出刚性等因素,导致净利润下降,预计公司2020年第一季度业绩亏损,一季度业绩对全年业绩影响较小。","预计2020年1-3月归属于上市公司股东的净利润亏损:5,000万元至6,000万元。"
884,2020-03-31,2020-04-15,002309.SZA,中利集团,输配电气,reduction,增亏,-129.06,-93.82,-111.44,"1、在新冠肺炎疫情期间,公司及公司上下游企业严重延迟了复工复产,物流受阻,原材料采购、员工返岗、销售业务均受到一定影响;特别是海外的疫情爆发后,公司出口业务的交货期也受到一定程度的延迟;公司一季度正常生产经营的实际时间不足一个月,而员工工资发放、固定资产折旧、财务成本等费用需正常支出。2、由于公司大部分客户受疫情影响未达到正常复工复产条件,影响了公司的正常回款。综上,导致公司一季度营业收入及净利润同比下降。截止目前,公司基本已复工复产,随着国家“新基建”战略的推行,大力推进国家规划已明确,特别注重加快5G网络、数据中心等新型基建设施及进度,在此背景下,给公司带来发展机遇。目前公司5G线缆产品已有批量订单,且已做好全方位的冲刺准备工作;光伏方面,公司着重开展国内平价上网的光伏电站业务以及与多家央企新能源子公司的合作开发,同时带动光伏制造业务的发展,公司对年度经营目标及未来发展充满信心。","预计2020年1-3月归属于上市公司股东的净利润亏损:16,500万元至19,500万元。"
885,2020-03-31,2020-04-15,002337.SZA,赛象科技,机械行业,unknown,减亏,32.31,54.65,43.48,"因一季度为行业销售淡季且受疫情影响发货量较其他季度偏低,报告期原材料上涨和关税压力较大,报告期末公司持有美元因汇率波动产生的汇兑收益和政府补助对本期利润产生了积极影响,综合以上因素,2020年一季度利润较上年同期大幅提升。预计后三季度伴随产品出货量的增加,公司经营业绩将逐步显现。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,128.36万元至1,684.25万元。"
886,2020-03-31,2020-04-15,002627.SZA,宜昌交运,交运物流,reduction,首亏,-296.94,-281.79,-289.365,"1.受新冠肺炎疫情影响,公司主营业务旅客运输服务业务、旅游综合服务业务及汽车销售业务均受较大冲击,公司第一季度营业收入下滑较大。2.公司支持中小微企业抗击疫情实施房租减免,对本期和后期经营效益均造成一定影响。3.本报告期理财产品投资收益预计较去年同期减少。","预计2020年1-3月归属于上市公司股东的净利润亏损:3,600万元至3,900万元。"
887,2020-03-31,2020-04-15,002374.SZA,丽鹏股份,综合行业,reduction,首亏,-192.47,-146.23,-169.35,"2020年1-3月归属于上市公司股东的净利润较去年同期下降146.23%~192.47%,主要原因是新冠肺炎疫情对公司包装业务板块订单的完成和园林业务板块项目的施工等方面造成了一定的影响。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,000万元-2,000万元,同比上年下降:146.23%-192.47%。"
888,2020-03-31,2020-04-15,002510.SZA,天汽模,汽车行业,reduction,首亏,-632.92,-493.9,-563.41,"1、本报告期内,受新冠病毒肺炎疫情的影响,公司及公司上下游企业复工延迟,导致公司第一季度营业收入和毛利率大幅下降;2、公司参股公司东风实业有限公司、东风(武汉)实业有限公司等受疫情影响严重,第一季度营业收入大幅下降,公司投资收益出现亏损。","预计2020年1-3月归属于上市公司股东的净利润亏损:9,503.21万元至12,857.29万元。"
889,2020-03-31,2020-04-15,002572.SZA,索菲亚,木业家具,reduction,首亏,-117.78,-113.1,-115.44,"报告期归属于上市公司股东的净利润较上年同期由盈转亏的原因主要有:1、受新冠病毒疫情的影响,很多消费需求被延迟。2、第一季度工厂开工率低。疫情期间,受限于严格的防疫措施,门店流量骤减,但公司营销团队快速响应,在足不出户的情况下,迅速做出了从线下全部向线上转变的销售模式。公司自建的互联网营销矩阵经过多年的运营,已经比较成熟。我们把社群营销、直播裂变、直播+社群、网红带货等多种线上营销方式结合到一起做线上接单。同时,鼓励各地经销商自己组织,以直播探店、装修小课堂等形式,实现各地线上接单。从2020年2月到现在,索菲亚累计直播场次近200场;3月发起#看我怎么收拾你#抖音挑战赛,主打收纳理念,以趣味主题关联收纳,总点赞数超1,600万,总曝光量超5亿,再树行业标杆。首创家居业先河,索菲亚联合天猫家装、淘宝第一主播薇娅在直播间发布新品“索菲亚BOX衣帽间”。这次17分钟的直播,累计观看超过1,200万人,在增加流量、接单的同时,还大大提升了公司品牌知名度。公司创新性地推出了“无接触测量”的线上测量服务以及“无接触确图”的线上确图服务,把服务的工作抢在前面做,保持与意向客户之间的互动,争取在疫情结束后可快速成单,做到停业不停工。疫情期间,整个经销商网络保持稳定,现金流状况稳定。同时经销商利用疫情期间客流空档期对门店进行重新装修。报告期内,索菲亚经销商渠道新开店+重装+局部整改需求达778家。进入2020年4月,线下的实体店已全部开业,线下服务正在逐步恢复。我们相信,疫情只是推迟了消费需求。而我们能做的,是更加坚定地推进2020年重点经营计划:1、继续致力打造一个积极进取的全渠道营销体系经销商方面,目前公司还在大力推进空白区域的经销商招商。由于线下招商展会受到疫情影响无法举行,公司通过线上招商会的形式来进行招商,而且还聘请知名经济学家、企业家、专家到直播室助力,希望吸引更多更优质的经销商加入。在大宗业务方面,公司已跟国内top100房地产企业中的80%达成战略合作关系,同时也是多家医院、学校等对环保要求极其严苛的机构或企业指定供应商;在家装和整装渠道方面,公司积极与全国头部装企达成合作。截止3月底,公司已跟超过100家装企签订了合作协议。2、大力推广“索菲亚柜类定制专家”品牌自3月份中旬开始,疫情影响逐步减弱,各项商务活动有序恢复。公司联合主流媒体迅速展开了品牌投放。针对北京、上海、广州、深圳等全国百个核心城市,选择主流人群的写字楼和住宅,覆盖了30万块屏幕,进行精准覆盖,增加流量入口,提高曝光率。3、升级产品线,巩固产品力加快推出更多风格、更时尚、更环保的产品,引进欧洲优秀、知名设计师,共同研发新产品,同时对公司进行生产工艺提升,保持行业领先的优势。积极推进千平大店的开业,同步狠抓店面的升级改造,为消费者提供更好的购物体验。从往年经验看,第一季度为行业淡季,当期收入占全年11%-15%之间。我们相信,疫情只是推迟了消费需求。目前,线下服务正在有序恢复,4月份的恢复速度比3月份有明显的提升。中国是个巨大的市场,公司对未来的家居市场还是保持积极的心态。各类定制企业的市场份额仍比较分散,但是经历了疫情,头部品牌集中度的提升会加快。从去年到目前的政策来看,房地产开发投资保持坚韧,基建投资有所回升。此外,存量房装修翻新比例也在持续上升,尤其是在一线重点城市,二手房和存量房装修翻新比例已经占40%以上。由于定制家具行业属于新兴行业,正在抢占手工定制、装修公司和成品家具的市场份额,定制家具行业未来发展空间大。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,400万元至1,900万元。"
890,2020-03-31,2020-04-15,002405.SZA,四维图新,软件服务,reduction,首亏,-301.16,-240.81,-270.985,"报告期内,国内外突发新冠肺炎疫情,对全球汽车行业上下游产业均产生了巨大的负向影响。短期内汽车的生产和销售受到巨大冲击,消费能力的进一步削弱,使得短期内汽车总体消费需求也进一步降低,根据中汽协的相关数据,2020年1月-3月乘用车销量同比分别下降20.6%、81.7%、48.4%。国内汽车销量的不断下行,也加剧了汽车行业内企业的资金周转困难,订单量萎缩。受汽车销量大幅下降的影响,公司销售收入减少,汽车电子芯片出货量较上年同期大幅减少。","预计2020年1-3月归属于上市公司股东的净利润亏损:5,917.72万元至8,453.89万元。"
891,2020-03-31,2020-04-15,002383.SZA,合众思壮,通讯行业,reduction,增亏,-396.61,-290.2,-343.405,"1、报告期内,因新型冠状病毒疫情影响,公司及行业上、下游企业复工复产时间延迟,导致销售收入减少。2、由于公司流动性紧张,融资成本大幅增加。","预计2020年1-3月归属于上市公司股东的净利润亏损:11,000万元至14,000万元。"
892,2020-03-31,2020-04-15,002663.SZA,普邦股份,园林工程,reduction,首亏,-497.85,-444.09,-470.97,"受新型冠状病毒疫情的影响,春节后至三月底公司及公司上下游企业复工时间均有所延迟,各地项目复工率较低,公司业务开拓受到较大影响,导致2020年第一季度经营业绩同比下降。","预计2020年1-3月归属于上市公司股东的净利润亏损:3,200万元至3,700万元。"
893,2020-03-31,2020-04-15,002377.SZA,国创高新,房地产,reduction,首亏,-106.56,-100.0,-103.28,"公司2020年第一季度亏损的主要原因是受新冠病毒疫情影响,人员流动受限,公司复工时间延后,影响公司业务正常开展。随着疫情得到有效控制,公司业务正逐渐恢复正常。",预计2020年1-3月归属于上市公司股东的净利润亏损:0万元至500万元。
894,2020-03-31,2020-04-15,002422.SZA,科伦药业,医药制造,reduction,预减,-100.0,-90.0,-95.0,"1.受新型冠状病毒疫情影响,医疗机构非疫情科室未正常开展诊疗工作,导致公司输液产品销量较上年同期大幅下降;2.伊犁川宁工艺持续优化及产能充分释放,使得产品生产成本持续下降,产品价格受市场环境影响,恢复性上涨,但尚未回升至去年同期水平,造成利润同比下降;3.公司持续大力推进“创新驱动”,研发费用较去年同期增加;4.受汇率波动影响,子公司科伦KAZ药业有限责任公司(简称:“哈萨克斯坦科伦”)因其货币贬值,造成汇兑损失增加。","预计2020年1-3月归属于上市公司股东的净利润盈利:0万元至3,356.88万元,同比上年下降:90%至100%。"
895,2020-03-31,2020-04-15,002411.SZA,延安必康,医药制造,reduction,略减,-38.59,-22.43,-30.51,"本报告期业绩较上年同期下降的主要原因系报告期内受疫情影响,公司上下游企业延迟复工复产,公司物流运输在复工复产初期受到一定程度的制约,致使公司医药生产主营业务收入和新能源新材料板块销售收入同比下降,导致利润同比下降。","预计2020年1-3月归属于上市公司股东的净利润盈利:9,500万元-12,000万元,同比上年下降:22.43%-38.59%。"
896,2020-03-31,2020-04-15,000802.SZA,北京文化,文化传媒,unknown,续亏,-10.58,26.28,7.85,"2020年第一季度,受新冠肺炎疫情影响,公司主营业务收入较少。公司将根据疫情情况,充分考虑市场环境,统筹公司业务安排,做好内容创作、前期筹备及项目进展工作。截至目前,公司已陆续复产复工,各项业务有序恢复中。","预计2020年1-3月归属于上市公司股东的净利润亏损:2,000万元至3,000万元。"
897,2020-03-31,2020-04-15,000007.SZA,全新好,房地产,reduction,首亏,-403.77,-302.52,-353.145,"1、本业绩预告期间公司生产经营情况正常,本期业绩较上年同期亏损主要系公司本期证券投资亏损所致;2、公司2020年1-3月非经常性损益影响净利润约-1,778万元,其中:证券投资损失约1,765万元,捐赠支出约13万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,800万元至2,700万元,同比上年下降:302.52%至403.77%。"
898,2020-03-31,2020-04-15,000008.SZA,神州高铁,交运设备,reduction,首亏,-1036.97,-781.43,-909.2,"1、业绩变动主要原因2020年开年以来,新冠肺炎疫情在全球暴发,国内外大量轨道交通项目受到严重影响。客户端,轨道交通业主聚焦抗疫防控工作,优先保障基本运输,新建项目开工推迟,在建项目基本处于停滞状态。公司端,一方面销售人员、工程售后人员出差受限,无法与客户见面,也无法进入现场,导致中标项目无法签订合同、签订合同后无法安排生产、生产完成后无法运输至现场、抵达现场又无法安装调试的情况普遍存在;另一方面,疫情导致供应链条衔接不畅,物流运输受阻,部分原材料供应困难,对公司生产能力和生产进度都造成了不同程度影响。报告期内,疫情带来的不可抗力因素使公司多个项目受到招投标延期、生产停工、交付推迟、验收受阻等各种不利影响,收入同比大幅下降60%以上。但公司日常经营涉及的工资、房租、财务费用等各项固定支出并未减少,从而导致报告期未能实现盈利。2、应对措施疫情暴发后,公司迅速研究、及时出台50条增收节支硬核措施,对冲疫情影响。增收端,一是迅速建立完善网络办公和远程会议系统,通过网络方式保持与客户沟通,推动招投标网络化、远程化、无纸化;二是锁定已获取的天津地铁7号线(设备供应+整线运维)、三洋货运铁路(设备供应+整线运维)、台州市域铁路(设备供应+部分维保)、唐山港地方铁路(设备供应+整线运维)、杭绍台高铁(设备供应)等重大项目,组建最强团队,总部专题督办,以周为单位精准排定时间节点,抢工期,抢进度,抢效益;三是对于已中标的其他项目,从合同签订、生产组织、物流运输、现场调试、验收结项等所有环节,一对一制定细致的执行计划,通过加班加点把失去的时间抢回来;四是通过致全体员工的一封信进行“命运共同体”教育,开展全员营销、深度营销、精准营销。节支端,一是精益生产,杜绝“七大浪费”;二是研发管控,以半年为周期组织项目评审,推动敏捷研发、创利研发;三是工程售后整合,人员、资源共享,降低成本;四是清理低能低效资产,提高经营质量;五是通过兼职并岗、共享工位以及全员执行最低出差标准等措施,减少日常费用支出。此外,公司控股股东、实际控制人也给予了公司大力的资金和资信支持。在国投高新的沟通协调下,公司向国投财务公司申请不超过15亿元综合授信额度,并在一季度收到了7.5亿元低息疫情防控专项优惠贷款。同时,国投集团发挥总对总的沟通机制,直接向九大银行总行发函,协助向身处疫情腹地的武汉利德等子公司提供流动性资金支持,目前已对接多家银行进行授信工作。国投集团大力支持公司疫情防控、复工复产和经营发展,为公司提供了全方位、多角度的优质金融服务保障。随着国内疫情得到有效控制,公司生产经营已全面恢复。截至本公告披露日,公司及旗下各子公司、生产制造基地已全面复工复产;营销和工程售后团队已有60%以上奔赴客户现场,重点项目全部启动,其他项目正在有序重启。2020年3月,中央明确提出要加快推进包括城际高速铁路和城市轨道交通在内的“新基建”建设,这是公司的又一重大利好,公司将把握机遇,全面推动轨道交通整线智能运营维保战略升级,打造轨道交通第三极产业核心能力,力争尽快将公司经营业绩恢复到正常水平。","预计2020年1-3月归属于上市公司股东的净利润亏损:8,000万元至11,000万元。"
899,2020-03-31,2020-04-15,000800.SZA,一汽解放,汽车行业,reduction,预减,-84.16,-76.51,-80.335,"2020年第一季度,本公司净利润与重组前相比大幅增长,主要为本报告期重组完成,置入盈利能力较强的资产(列入非经常性损益项目)导致。净利润与重组后相比下降的主要原因为:乘用车方面,受新冠疫情影响,同时贵金属价格上涨导致成本增加等,利润出现亏损;商用车方面,业务稳定发展的同时,受贵金属价格上涨以及按照新金融工具准则等计提减值损失,综合因素导致利润有所下降。","预计2020年1-3月归属于上市公司股东的净利润盈利:14,500万元至21,500万元,同比上年下降:76.51%至84.16%。"
900,2020-03-31,2020-04-15,000803.SZA,*ST北能,综合行业,unknown,续亏,-0.01,23.52,11.755,"本报告期,受新型冠状病毒疫情影响,公司前期开展的合同能源管理业务受到一定影响,业务尚在开拓中、费用较高。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,300万元至1,700万元。"
901,2020-03-31,2020-04-15,000921.SZA,海信家电,家电行业,reduction,预减,-100.0,-70.0,-85.0,"根据本公司财务部门初步测算:本公司报告期归属于上市公司股东的净利润同比下降70%-100%。业绩下降的主要原因是报告期内新冠肺炎疫情对消费市场造成严重影响和冲击,本公司营业收入大幅下滑,规模不足导致毛利额大幅下降,费用率大幅上升,从而导致公司经营业绩大幅下降。面对巨大的经营压力,本公司已积极采取各项营销策略,加大营销力度,严控各项费用支出,积极开展提效降本工作,确保公司经营稳定发展。","预计2020年1-3月归属于上市公司股东的净利润盈利:0万元至12,649.35万元,同比上年下降:70%至100%。"
902,2020-03-31,2020-04-15,000918.SZA,嘉凯城,房地产,reduction,增亏,-203.25,-203.25,-203.25,"1、受新冠肺炎疫情影响,公司房地产销售、影视放映等业务收入均出现较大幅度下降,同时保障公司正常经营的各项支出继续发生,导致公司利润同比下降。2、预计2020年第一季度非经常性损益对归属于上市公司股东的净利润的影响金额约为-5,600.00万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:31,000万元。"
903,2020-03-31,2020-04-15,000917.SZA,电广传媒,文化传媒,reduction,首亏,-1961.96,-1496.47,-1729.215,"本期业绩出现亏损主要原因系受新冠肺炎疫情影响,公司文旅业务、广告业务出现亏损;因二级市场波动影响,报告期内公司交易性金融资产公允价值下跌等。","预计2020年1-3月归属于上市公司股东的净利润亏损:12,000万元至16,000万元。"
904,2020-03-31,2020-04-15,000910.SZA,大亚圣象,木业家具,reduction,首亏,-195.12,-187.2,-191.16,"导致公司2020年第一季度出现亏损的主要原因系受新型冠状病毒疫情的影响,公司下游客户、门店和工程安装业务停工停产,导致公司销售收入及净利润均出现大幅下滑。","预计2020年1-3月归属于上市公司股东的净利润亏损:5,500万元至6,000万元。"
905,2020-03-31,2020-04-15,000901.SZA,航天科技,汽车行业,reduction,增亏,-690.0,-513.0,-601.5,"1.公司预测2020年第一季度的净利润为亏损,主要由于:公司重要子公司IEEInternationalElectronicsandEngineering及其下属子公司因季节性影响所致;受新型冠状病毒肺炎疫情影响,公司业务在销售、生产及交付方面受到一定影响,因而影响公司的收入和利润实现。疫情期间公司强化员工内部培训、积极推进生产性固定资产投入、新产品研发和生产工艺优化升级,努力通过全面提升公司产品品质及服务质量更好地服务客户,以应对疫情的影响。2.公司于2020年3月6日完成配股再融资,配股后,本公司总股本增至739,370,615股。具体内容详见公司于2020年3月13日在《上海证券报》及巨潮资讯网发布的《配股股份变动及获配股票上市公告书》(2020-临-021)。","预计2020年1-3月归属于上市公司股东的净利润亏损:5,200万元至6,700万元,同比上年下降:513%至690%。"
906,2020-03-31,2020-04-15,000899.SZA,赣能股份,电力行业,reduction,略减,-49.38,-24.08,-36.73,2020年第一季度公司业绩同比下降的原因为第一季度公司上网电量及投资收益较上年同期减少所致。,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,297万元至6,445万元,同比上年下降:24.08%至49.38%。"
907,2020-03-31,2020-04-15,000890.SZA,*ST胜尔,金属制品,reduction,首亏,-662.5,-475.0,-568.75,"1、报告期内,受新冠肺炎疫情影响,公司金属制品业务及上下游企业复工复产延迟,原材料供应及各项业务均受较大影响,导致报告期内收入大幅下滑。目前公司已有序复工复产,公司将持续密切关注疫情并及时调整经营安排,降低疫情的不利影响。2、近年来,由于宏观金融去杠杆政策、对类金融行业监管趋严的影响,公司商业保理业务已受到较大影响,客户诉讼、违约风险增加。报告期内,由于对商业保理存续项目中逾期、诉讼的客户不再确认收入,导致保理业务收入规模下降的同时承担着较高业务成本。由于内外部环境的影响,上海摩山商业保理有限公司(以下简称“摩山保理”)融资渠道受限,资金成本不断攀升,保理业务的利润空间被压缩。报告期内,摩山保理仍然持续亏损。公司于2020年3月27日召开了2020年第一次临时股东大会,审议通过了出售摩山保理100%股权事宜,公司将加快推进该事项,全力化解商业保理业务对公司经营稳定的冲击。","预计2020年1-3月归属于上市公司股东的净利润亏损:3,000万元至4,500万元,同比上年下降:475%至662.5%。"
